,Name,Finished,Multiple,Phone pickups,Screen time,Date,Drink,Meditation,Mentality,Satisfaction,Reading,Productivity,Rise time,Run,Social,Tech,Total,Tot To-do,Work done %,Key_words
506,How will I use my time ,6,2.6,106,232,2022-04-25,0.0,0.0,2.0,3.0,0.0,2.0,55.0,0.0,4.0,2.0,0.436,11,0.178,['Tutor'-'Lazy'-'Coding']
507,Down curve,8,1.2,89,212,2022-04-26,0.0,15.0,1.0,1.0,16.0,1.0,85.0,0.0,2.0,1.0,0.5854,13,0.209,['Lazy'-'Lethargic'-'Technology']
508,Improvement,13,3.6,104,125,2022-04-27,0.0,15.0,3.0,4.0,11.0,4.0,60.0,0.0,3.0,4.0,0.7771,14,0.316,['Statistics'-'Busy'-'Unmotivated']
509,Slow and steady,8,2.6,86,157,2022-04-28,0.0,15.0,2.0,3.0,0.0,3.0,-60.0,0.0,3.0,2.0,0.7385,11,0.238,['Headache'-'Tired'-'Coding']
510,Wine with cheese,8,3.6,100,156,2022-04-29,1.0,15.0,4.0,3.0,0.0,4.0,0.0,0.0,4.0,3.0,0.6578,12,0.227,['Drink'-'Social'-'Friends']
511,Jack and Kenny,6,3.0,72,262,2022-05-01,0.0,0.0,3.0,3.0,0.0,3.0,143.0,0.0,4.0,2.0,0.3788,10,0.196,['Study'-'Github'-'Social']
512,Fulfillment,9,4.6,113,138,2022-05-02,0.0,15.0,5.0,5.0,13.0,4.0,10.0,0.0,5.0,4.0,0.8278,10,0.294,['Teaching'-'Coding'-'Happy']
513,Second Website,15,3.8,99,136,2022-05-03,0.0,15.0,4.0,4.0,12.0,4.0,-80.0,0.0,3.0,4.0,0.9067,17,0.3,['Coding'-'Github'-'Focused']
514,Gold medal well deserved,14,3.6,93,176,2022-05-04,0.0,15.0,3.0,4.0,10.0,4.0,19.0,0.0,4.0,3.0,0.8078,15,0.317,['Study'-'Statistics'-'Coding']
515,CISCO,15,4.4,118,168,2022-05-05,0.0,14.0,4.0,4.0,0.0,5.0,-60.0,0.0,5.0,4.0,0.8649,15,0.34,['Job Search/Interview'-'Productive'-'Proud']
516,CISCO Interview,10,3.2,120,113,2022-05-06,1.0,35.0,4.0,3.0,3.0,3.0,68.0,0.0,4.0,2.0,0.802,13,0.262,['Job Search/Interview'-'Drink'-'Proud']
517,Day off,1,1.0,55,240,2022-05-07,1.0,0.0,1.0,1.0,0.0,1.0,75.0,0.0,1.0,1.0,0.2076,12,0.028,['Lazy'-'Drink'-'Break']
518,Happiness Project,5,2.6,73,92,2022-05-08,0.0,0.0,2.0,2.0,0.0,3.0,210.0,0.0,3.0,3.0,0.2733,14,0.121,['Busy'-'Procrastination'-'Project']
519,Final stride,12,2.8,91,186,2022-05-09,0.0,15.0,3.0,3.0,0.0,3.0,70.0,0.0,2.0,3.0,0.6229,16,0.255,['Tired'-'Overwhelmed'-'Busy']
520,Desperate for an awakening,13,2.0,69,242,2022-05-10,0.0,0.0,2.0,2.0,0.0,2.0,-30.0,0.0,2.0,2.0,0.628,15,0.295,['Technology'-'Tired'-'Unmotivated']
521,Give it all you got,8,2.6,72,199,2022-05-11,0.0,0.0,3.0,3.0,0.0,3.0,145.0,0.0,2.0,2.0,0.3947,13,0.209,['Statistics'-'Math'-'Procrastination']
522,Stats Exam Prep,9,3.0,129,181,2022-05-12,0.0,0.0,2.0,3.0,0.0,3.0,-20.0,0.0,4.0,3.0,0.603,12,0.255,['Exam'-'Study'-'Tired']
523,Stats Exam,4,3.4,137,189,2022-05-13,1.0,0.0,3.0,3.0,0.0,3.0,-20.0,0.0,5.0,3.0,0.4562,10,0.131,['Drink'-'Movies'-'Exam']
524,MLC Study Session,2,2.4,82,269,2022-05-14,0.0,0.0,2.0,2.0,0.0,2.0,100.0,0.0,4.0,2.0,0.3145,6,0.109,['Lazy'-'Exam'-'Grateful']
525,Real Analysis Exam Prep,3,2.6,47,255,2022-05-15,0.0,0.0,2.0,2.0,0.0,3.0,133.0,0.0,4.0,2.0,0.3519,6,0.163,['Study'-'Technology'-'Overwhelmed']
526,Unfocsed,5,2.6,71,154,2022-05-16,0.0,0.0,2.0,2.0,0.0,3.0,30.0,0.0,4.0,2.0,0.4898,9,0.182,['Exam'-'Unmotivated'-'Overwhelmed']
527,Mr Robot,4,2.8,72,100,2022-05-17,0.0,0.0,3.0,3.0,0.0,3.0,-60.0,0.0,2.0,3.0,0.5771,8,0.163,['Exam'-'Project'-'Netflix']
528,Finals Finished,3,3.4,75,158,2022-05-18,1.0,0.0,3.0,3.0,0.0,4.0,60.0,0.0,3.0,4.0,0.4045,7,0.14,['Exam'-'Data Analytics'-'Relax']
529,Surusuru,6,2.8,76,230,2022-05-21,1.0,0.0,3.0,3.0,0.0,2.0,150.0,0.0,4.0,2.0,0.3437,10,0.196,['Movies'-'Relax'-'Coding']
530,Time to get back to work,3,1.8,53,433,2022-05-22,1.0,0.0,2.0,2.0,0.0,2.0,120.0,0.0,2.0,1.0,0.2497,7,0.14,['Technology'-'instagram'-'Coding']
531,Late Rise but Productive,9,4.2,74,245,2022-05-23,0.0,15.0,4.0,4.0,13.0,4.0,164.0,0.0,5.0,4.0,0.6542,10,0.294,['Coding'-'Python'-'Productive']
532,Pair Programming,4,3.4,64,332,2022-05-24,0.0,0.0,3.0,4.0,0.0,4.0,-7.0,0.0,4.0,2.0,0.5092,7,0.187,['Exercise'-'Coding'-'SQL']
533,Sequel ,4,3.6,211,282,2022-05-25,1.0,0.0,4.0,4.0,0.0,4.0,-75.0,0.0,4.0,2.0,0.5342,7,0.187,['Drink'-'Travel'-'SQL']
534,Consumed by Instagram,8,2.6,114,495,2022-05-31,0.0,15.0,3.0,3.0,23.0,2.0,-60.0,1.13,4.0,1.0,0.7738,10,0.261,['Job Search/Interview'-'Coding'-'Technology']
535,Focus on Consistency,11,4.4,114,130,2022-06-01,0.0,15.0,4.0,5.0,18.0,5.0,-32.0,1.12,4.0,4.0,0.9274,11,0.327,Coding-Productive-Satisfied
536,Wing night with the boys,9,4.8,91,158,2022-06-02,1.0,15.0,5.0,5.0,22.0,5.0,-60.0,1.13,5.0,4.0,0.9424,9,0.327,Friends-Productive-Satisfied
537,Technical Behavioral Mock Interview,9,4.6,100,107,2022-06-03,1.0,15.0,5.0,4.0,18.0,4.0,6.0,1.31,5.0,5.0,0.8152,11,0.267,Coding-Grateful-Poker
538,Unsatisfied,6,2.4,51,219,2022-06-04,0.0,15.0,3.0,2.0,20.0,2.0,-51.0,1.25,3.0,2.0,0.7897,9,0.218,Coding-Netflix-Sleep Shortage
539,Socializing,9,3.2,79,148,2022-06-05,1.0,15.0,3.0,3.0,19.0,3.0,0.0,0.0,5.0,2.0,0.8266,9,0.327,Coding-Netflix-Social
540,Day off,4,1.2,59,273,2022-06-06,1.0,15.0,1.0,1.0,14.0,1.0,12.0,0.0,2.0,1.0,0.5186,12,0.113,Lazy-Lethargic-Technology
541,66 Days of Promise Begins,12,4.4,79,123,2022-06-07,0.0,15.0,4.0,4.0,25.0,5.0,13.0,0.0,5.0,4.0,0.9042,12,0.34,Coding-Job Search/Interview-Productive
542,NBA Finals,12,4.2,91,118,2022-06-08,0.0,15.0,4.0,5.0,25.0,4.0,-30.0,1.34,4.0,4.0,0.9604,12,0.34,Coding-Productive-Statistics
543,Productive Day,13,4.0,93,157,2022-06-09,0.0,15.0,4.0,4.0,26.0,4.0,-5.0,1.44,5.0,3.0,0.9239,13,0.34,Data Analytics/Science-Pathrise-Productive
544,Stephen Curry,12,3.4,86,212,2022-06-10,0.0,15.0,3.0,4.0,21.0,3.0,-11.0,1.21,4.0,3.0,0.8914,12,0.34,Exercise-Lazy-Technology
545,The Hustle,12,3.2,65,268,2022-06-11,1.0,15.0,4.0,3.0,20.0,3.0,-5.0,1.42,4.0,2.0,0.8153,13,0.314,Coding-Project-Technology
546,M1 PRO ,11,3.6,78,106,2022-06-12,0.0,15.0,4.0,3.0,27.0,3.0,-1.0,1.55,4.0,4.0,0.901,12,0.312,Busy-Job Search/Interview-Social
547,Keep your head up,11,2.6,70,186,2022-06-13,0.0,15.0,2.0,3.0,13.0,3.0,-2.0,1.09,3.0,2.0,0.8256,12,0.312,Exercise-Lethargic-Youtube
548,Rise of the Field Goal Percentage ,11,2.8,53,195,2022-06-14,1.0,15.0,2.0,3.0,28.0,3.0,0.0,1.2,4.0,2.0,0.8485,11,0.327,Data Analytics/Science-Exercise-Technology
549,Trip,6,1.8,40,146,2022-06-15,0.0,0.0,1.0,2.0,0.0,2.0,24.0,0.0,3.0,1.0,0.4604,13,0.157,Lazy-Lethargic-Technology
550,Right around the corner,9,3.2,72,94,2022-06-16,0.0,25.0,3.0,3.0,0.0,4.0,25.0,0.0,4.0,2.0,0.7746,12,0.255,Job Search/Interview-Lethargic-Relax
551,Steak Dinner,7,4.0,112,159,2022-06-17,0.0,20.0,4.0,4.0,6.0,4.0,10.0,1.02,5.0,3.0,0.781,10,0.229,Coding-Friends-Social
552,Sharpening the saw,9,3.8,32,44,2022-06-18,0.0,20.0,4.0,4.0,16.0,4.0,5.0,0.0,4.0,3.0,0.9294,9,0.327,Coding-Project-Satisfied
553,Call with Suru,10,4.2,34,22,2022-06-19,0.0,20.0,4.0,4.0,16.0,4.0,93.0,0.0,5.0,4.0,0.8557,10,0.327,Coding-Facetime-Grateful
554,Call with Seungwhan ,9,4.6,64,79,2022-06-20,0.0,20.0,5.0,4.0,15.0,5.0,36.0,0.0,5.0,4.0,0.8989,9,0.327,Coding-Productive-Social
555,Jordan Schlansky,9,2.8,82,166,2022-06-21,0.0,20.0,3.0,3.0,33.0,3.0,15.0,0.0,3.0,2.0,0.8954,9,0.327,Coding-Technology-Youtube
556,Birthday,10,3.8,53,160,2022-06-22,0.0,20.0,4.0,4.0,28.0,4.0,73.0,0.0,4.0,3.0,0.8259,11,0.297,Coding-Lethargic-Pathrise
557,melancholia,11,2.2,47,64,2022-06-23,0.0,0.0,2.0,2.0,12.0,2.0,22.0,0.0,3.0,2.0,0.7016,12,0.312,Frustration-Job Search/Interview-Technology
558,Dunkirk,4,2.2,38,115,2022-06-24,1.0,0.0,3.0,2.0,0.0,2.0,14.0,0.0,3.0,1.0,0.4186,11,0.119,Break-Netflix-Relax
559,Naver Blog,11,4.6,48,93,2022-06-25,1.0,20.0,5.0,4.0,25.0,5.0,133.0,0.0,5.0,4.0,0.7979,11,0.327,Blog-Happy-Productive
560,Why Oh Soo Jae,9,3.0,33,154,2022-06-26,1.0,20.0,3.0,3.0,18.0,3.0,30.0,0.0,3.0,3.0,0.834,9,0.327,Coding-Drink-Movies
561,BWELL HEALTHCARE,12,4.0,50,115,2022-06-27,0.0,20.0,4.0,4.0,16.0,4.0,120.0,0.0,5.0,3.0,0.8143,12,0.34,Job Search/Interview-Productive-Satisfied
562,BWELL HEALTH,9,4.2,63,225,2022-06-28,0.0,20.0,4.0,5.0,21.0,4.0,50.0,0.0,5.0,3.0,0.8228,10,0.294,Grateful-Happy-Job Search/Interview
563,FUCK SCAM,8,2.2,78,239,2022-06-29,0.0,20.0,1.0,2.0,0.0,2.0,44.0,0.0,4.0,2.0,0.6147,13,0.209,Frustration-Lethargic-Youtube
564,What now,2,1.6,26,66,2022-07-02,0.0,0.0,2.0,2.0,0.0,2.0,191.0,0.0,1.0,1.0,0.2556,10,0.06,['Break'-'Technology'-'Lethargic']
565,descendants from the sun,3,2.0,18,79,2022-07-03,0.0,0.0,2.0,2.0,0.0,2.0,144.0,0.0,3.0,1.0,0.3188,11,0.081,['Youtube'-'Project'-'Lazy']
566,Kaykaing ,6,3.4,45,67,2022-07-04,0.0,15.0,3.0,3.0,0.0,3.0,180.0,0.0,4.0,4.0,0.5291,10,0.179,['Friends'-'Project'-'Grateful']
567,Coding day,11,3.8,39,218,2022-07-05,0.0,15.0,4.0,4.0,19.0,4.0,50.0,0.0,4.0,3.0,0.7905,11,0.298,['Coding'-'Data Analytics/Science'-'Focused']
568,SQL improvement,12,4.0,50,119,2022-07-06,0.0,20.0,4.0,4.0,19.0,4.0,155.0,0.0,4.0,4.0,0.7795,12,0.309,['Data Analytics/Science'-'Productive'-'Coding']
569,Data Science,12,4.2,60,94,2022-07-07,0.0,20.0,4.0,4.0,18.0,4.0,82.0,0.0,5.0,4.0,0.8184,13,0.285,['Data Analytics/Science'-'Workshops'-'Productive']
570,Northern Limit Line,12,4.0,76,169,2022-07-08,0.0,20.0,4.0,4.0,24.0,4.0,139.0,0.0,5.0,3.0,0.7866,12,0.309,['Study'-'Movies'-'Satisfied']
571,Interstellar ,10,3.8,49,197,2022-07-09,0.0,20.0,3.0,4.0,30.0,4.0,96.0,0.0,5.0,3.0,0.7902,11,0.271,['Movies'-'Social'-'Data Analytics/Science']
572,Sleepover ,7,3.6,40,89,2022-07-10,1.0,0.0,4.0,3.0,0.0,3.0,160.0,0.0,5.0,3.0,0.4345,10,0.208,['Drink'-'Friends'-'Social']
573,Down day,0,1.2,40,32,2022-07-12,1.0,0.0,2.0,1.0,0.0,1.0,180.0,0.0,1.0,1.0,0.1695,10,0.0,['Technology'-'Relax'-'Netflix']
574,Hospital Playlist,1,1.4,41,215,2022-07-13,0.0,0.0,1.0,1.0,0.0,1.0,180.0,0.0,3.0,1.0,0.1861,13,0.024,['Technology'-'Netflix'-'Relax']
575,Last day of self destruction,1,1.0,44,27,2022-07-14,0.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0,1.0,1.0,0.2817,12,0.026,['Relax'-'Technology'-'Lazy']
576,SNS,0,1.4,23,432,2022-07-15,0.0,0.0,1.0,1.0,0.0,1.0,262.0,0.0,3.0,1.0,0.0561,10,0.0,['Technology'-'Lazy'-'Relax']
577,Lazy day,0,1.0,15,531,2022-07-16,0.0,0.0,1.0,1.0,0.0,1.0,213.0,0.0,1.0,1.0,0.0599,9,0.0,['Technology'-'Relax'-'Lazy']
578,Last day of drowning,4,1.4,55,438,2022-07-17,0.0,20.0,2.0,1.0,0.0,1.0,152.0,0.0,2.0,1.0,0.4409,7,0.17,['Technology'-'Relax'-'Youtube']
579,Risen from the dead,11,4.8,71,102,2022-07-18,0.0,30.0,5.0,5.0,36.0,5.0,30.0,0.0,5.0,4.0,0.9634,11,0.298,['Productive'-'Focused'-'Data Analytics/Science']
580,Proud day,12,4.8,87,197,2022-07-19,0.0,20.0,5.0,5.0,31.0,5.0,60.0,0.0,5.0,4.0,0.8755,12,0.309,['Job Search/Interview'-'Focused'-'Productive']
581,Early rise to productive day,11,4.4,47,188,2022-07-20,0.0,20.0,5.0,4.0,41.0,4.0,-31.0,0.0,5.0,4.0,0.948,12,0.283,['Coding'-'Job Search/Interview'-'Satisfied']
582,Meeting with Rishov,11,4.0,49,155,2022-07-21,0.0,10.0,4.0,4.0,29.0,4.0,74.0,0.0,5.0,3.0,0.7371,13,0.261,['Meetings'-'Motivated'-'Data Analytics/Science']
583,Poker Night,7,3.4,82,290,2022-07-22,1.0,20.0,3.0,4.0,24.0,3.0,127.0,0.0,4.0,3.0,0.594,12,0.18,['Friends'-'Poker'-'Fun']
584,Day off,1,1.8,22,330,2022-07-23,1.0,0.0,2.0,2.0,0.0,2.0,190.0,0.0,2.0,1.0,0.1439,9,0.033,['Technology'-'Break'-'Relax']
585,Meeting with Rishov,2,2.6,44,184,2022-07-24,1.0,0.0,3.0,2.0,0.0,2.0,120.0,0.0,4.0,2.0,0.296,7,0.085,['Technology'-'Drink'-'Lazy']
586,Meeting with Jay Neuman,3,2.4,58,275,2022-07-25,0.0,0.0,2.0,2.0,0.0,2.0,210.0,0.0,4.0,2.0,0.2342,10,0.089,['Meetings'-'Technology'-'Lazy']
587,Starcraft,1,1.2,57,141,2022-07-26,0.0,0.0,1.0,1.0,0.0,1.0,135.0,0.0,2.0,1.0,0.2382,9,0.033,['Technology'-'Lazy'-'Unmotivated']
588,Dublin Corner,6,2.4,66,254,2022-07-27,0.0,0.0,2.0,2.0,0.0,2.0,60.0,0.0,4.0,2.0,0.4043,13,0.142,['Friends'-'Technology'-'Tired']
589,What you doing,0,1.0,25,262,2022-07-28,0.0,0.0,1.0,1.0,0.0,1.0,120.0,0.0,1.0,1.0,0.1902,6,0.0,['Lazy'-'Technology'-'Unmotivated']
590,Queens Gambit,1,1.8,40,559,2022-07-29,1.0,0.0,2.0,2.0,0.0,2.0,120.0,0.0,2.0,1.0,0.1366,10,0.03,['Drink'-'Technology'-'Netflix']
591,About Giving Everything,6,3.6,61,269,2022-08-01,0.0,0.0,4.0,4.0,0.0,3.0,150.0,0.0,4.0,3.0,0.3971,10,0.179,['Job Search/Interview'-'Self Reflection'-'Motivated']
592,Just do it,5,2.4,31,339,2022-08-02,0.0,0.0,3.0,3.0,0.0,2.0,130.0,0.0,2.0,2.0,0.3447,10,0.149,['Youtube'-'Data Analytics/Science'-'Distracted']
593,Meeting with industrial mentors,4,2.8,31,254,2022-08-03,0.0,0.0,3.0,3.0,0.0,2.0,210.0,0.0,4.0,2.0,0.2724,11,0.108,['Meetings'-'Youtube'-'Distracted']
594,Meetings day,8,3.0,80,300,2022-08-04,0.0,20.0,3.0,3.0,0.0,3.0,90.0,0.0,4.0,2.0,0.5985,11,0.216,['Coding'-'Job Search/Interview'-'Technology']
595,Choe and Poker Night,1,3.2,61,185,2022-08-05,0.0,0.0,3.0,3.0,0.0,3.0,100.0,0.0,4.0,3.0,0.3413,4,0.074,['Friends'-'Social'-'Poker']
596,Low streak,1,1.2,52,545,2022-08-06,0.0,0.0,1.0,1.0,0.0,1.0,57.0,0.0,2.0,1.0,0.1991,12,0.026,['Technology'-'Lazy'-'Gaming']
597,Project Meeting with Rishov,1,1.8,44,312,2022-08-07,0.0,0.0,2.0,2.0,0.0,2.0,180.0,0.0,2.0,1.0,0.1733,12,0.026,['Project'-'Technology'-'Lethargic']
598,Helping Professor Choe,2,3.0,98,187,2022-08-08,0.0,0.0,3.0,3.0,0.0,2.0,210.0,0.0,4.0,3.0,0.231,10,0.06,['Social'-'Fun'-'Youtube']
599,Catch up,8,3.2,57,345,2022-08-09,0.0,0.0,3.0,3.0,0.0,3.0,60.0,0.0,4.0,3.0,0.4377,14,0.176,['Meetings'-'Inspired'-'Data Analytics/Science']
600,There is only one way up,11,3.2,62,221,2022-08-10,0.0,0.0,3.0,3.0,0.0,3.0,7.0,0.0,4.0,3.0,0.593,13,0.261,['Meetings'-'Inspired'-'Youtube']
601,On the rise,12,3.4,76,317,2022-08-11,0.0,5.0,3.0,4.0,9.0,4.0,84.0,0.0,4.0,2.0,0.6124,13,0.285,['Productive'-'Coding'-'Project']
602,Movie Night,4,2.2,57,273,2022-08-12,1.0,0.0,2.0,2.0,0.0,2.0,114.0,0.0,3.0,2.0,0.2914,11,0.108,['Coding'-'Movies'-'Technology']
603,Another Week,6,3.2,71,303,2022-08-15,0.0,0.0,4.0,3.0,0.0,3.0,120.0,0.0,3.0,3.0,0.3838,11,0.162,['Coding'-'Data Analytics/Science'-'Satisfied']
604,Dashing Diva holding on ,10,3.4,61,344,2022-08-16,0.0,0.0,3.0,3.0,0.0,4.0,54.0,0.0,4.0,3.0,0.5081,13,0.237,['Coding'-'Job Search/Interview'-'Satisfied']
